47524,2085
47801,44489
47812,30491
47872,10865
48174,18437
48174,46071
48276,14989
48333,27607
48537,42133
29959,8159
48781,23513
48801,7549
8159,29959
49552,41542
30664,5801
9135,41018
31177,43021
31459,9629
26571,46529
40581,26165
32857,5964
11916,34205
34885,12100
13096,3211
13096,43225
15769,34608
4913,2769
24701,45949
38056,42133
16245,18556
17167,29045
39940,26415
18963,43672
18990,20803
40852,39646
19236,18375
25706,27201
20128,5825
20128,11879
42891,9387
7,16255
25,39930
26192,7000
215,42786
493,24490
517,38529
535,23344
575,7018
575,19827
798,7861
798,13230
798,48202
798,27484
1092,24117
1219,8023
1219,46078
1315,21386
1491,35454
1598,14637
1598,40068
1667,46078
2204,12399
2244,4315
2244,16488
2598,28480
3211,28480
3211,13096
3211,15987
3392,24664
44261,41053
44301,37569
3708,37173
4152,999
4224,26443
4315,2244
4315,16488
4569,32727
4658,46540
4826,38749
4913,2769
5372,32902
5489,13977
5561,21704
5801,30664
6054,20370
6406,19167
6519,22400
6624,36399
7000,26192
7000,17174
7000,13389
7000,21955
7015,23488
7018,575
7079,29621
7102,40875
7212,7360
7353,19145
7360,7212
7549,48801
7772,22705
7826,47006
7861,798
7906,20430
8023,1219
8038,13017
8061,44578
8144,37412
8236,12429
8335,19711
8631,23186
8631,44443
8854,14729
8854,20044
8960,18109
23344,535
9039,32475
9218,42377
9295,31519
9523,45373
9629,31459
9683,43603
9766,17376
23513,48781
23513,24867
10181,27607
10560,15599
10865,47872
11572,14729
11602,42133
11663,41273
11663,17376
11970,33118
12100,34885
12399,2204
12429,8236
2085,47524
12797,34248
12987,34248
13017,8038
13057,32641
13230,798
13468,38427
13600,36542
13622,44688
13641,36729
13641,19963
13977,5489
14518,38502
14628,15135
14637,1598
14663,15656
14728,26050
14728,27980
14728,18685
14729,20044
14729,8854
14729,11572
14759,29382
14948,21102
14989,15135
15067,38060
15135,14628
15135,14989
15135,37809
15533,26976
15632,38671
15656,14663
15769,34608
15874,21878
15913,19675
15913,37637
15913,25265
15987,3211
15987,28480
16255,7
16488,2244
16488,4315
2769,4913
17040,17983
17044,44256
17174,7000
17376,9766
17376,11663
17653,22956
17739,27539
17776,42786
17776,20101
17983,17040
18109,8960
18113,22473
18273,19314
18375,19236
18375,49627
18375,42864
18556,16245
18685,14728
24997,40455
19145,7353
19167,6406
19314,18273
19420,42770
19515,32307
19532,45264
19675,15913
19693,32467
19793,23446
19820,43621
19827,575
19963,13641
19963,36729
20044,14729
20044,8854
20101,17776
20370,6054
20430,7906
20803,18990
21102,14948
21277,26022
21386,1315
21704,5561
21878,15874
21955,7000
22247,28329
22400,6519
22473,18113
22603,37637
22642,31475
22705,7772
22956,17653
23186,8631
23186,44443
23446,19793
23488,7015
23583,28087
23826,41013
24104,43849
24117,1092
24127,33032
25883,44053
25883,48218
24490,493
24664,3392
24867,23513
47872,10865
25265,37637
25265,15913
25315,38377
47912,45084
25977,35220
26022,21277
26036,41885
26050,14728
26050,27980
26165,40581
26415,39940
26426,47016
26443,4224
26613,30667
26662,38689
26976,15533
27484,798
27539,17739
27607,48333
27607,10181
27801,42707
27980,14728
27980,26050
28087,23583
48378,44507
28151,34104
28329,22247
28480,3211
28480,2598
28480,15987
26685,31508
29045,17167
48983,42133
29382,14759
29499,35553
29621,7079
29759,42495
29959,8159
999,4152
30055,44676
30451,36103
30491,47812
30605,46529
30667,26613
31335,45084
31459,9629
31475,22642
31519,9295
31685,39783
32142,32983
32307,19515
32342,43259
32467,19693
32475,9039
32641,13057
32857,5964
32902,5372
33032,24127
33118,11970
34104,28151
34133,46060
34205,11916
34248,12987
34248,12797
34608,15769
35220,25977
35238,41013
35454,1491
35523,29852
35553,29499
35656,44619
35736,46172
5964,32857
5998,39148
36030,45073
36103,30451
36399,6624
36542,13600
36729,13641
36729,19963
37173,3708
37412,8144
37569,44301
37569,20202
37637,22603
37637,15913
37637,25265
37808,11536
37809,15135
38000,38138
38060,15067
38377,25315
38427,13468
38502,14518
38529,517
38671,15632
38689,26662
38749,4826
39148,5998
39473,47168
39646,40852
39783,31685
39930,25
39979,42133
40068,1598
40329,40904
40455,24997
40498,46774
40581,26165
40852,39646
40875,7102
41013,23826
41013,35238
41053,44261
41273,11663
41885,26036
42133,48537
42133,39979
42133,11602
42133,48983
42495,29759
42707,27801
42770,19420
42864,18375
43021,31177
43214,20333
43621,19820
43672,18963
43849,24104
44053,25883
44053,48218
44256,17044
44443,8631
44443,23186
44489,47801
44578,8061
44619,45084
44619,35656
44676,30055
44688,13622
45073,36030
45084,31335
45084,44619
45084,47912
45264,19532
45373,9523
46060,34133
46078,1667
46078,1219
46078,6573
46172,35736
46529,30605
46529,26571
46540,4658
46686,46688
46774,40498
47006,7826
47016,26426
47168,39473
47214,19242
47214,34967
47524,2085
47801,44489
47812,30491
47886,49348
48144,19242
48202,798
48218,44053
48218,25883
48333,27607
48537,42133
48781,23513
48801,7549
8159,29959
49348,47886
49627,18375
30664,5801
31177,43021
26571,46529
31508,26685
32727,4569
6573,46078
32983,32142
45949,24701
11536,37808
11916,34205
34885,12100
13096,3211
34967,47214
13389,7000
13777,38539
24701,45949
46688,46686
15599,10560
16245,18556
38138,38000
17167,29045
42786,17776
42786,215
39940,26415
38539,13777
29852,35523
18963,43672
18990,20803
40904,40329
19236,18375
19242,47214
19242,48144
19711,8335
20202,37569
20333,43214
42377,9218
43259,32342
44507,48378
43603,9683
25,39930
493,24490
493,5977
517,38529
535,23344
575,19827
798,7861
798,48202
1219,8023
1219,29785
1219,46078
1315,21386
1419,31508
1598,38706
1598,14637
1598,17776
1598,40068
1598,27632
1667,46078
2120,39197
2204,12399
2322,17348
2719,38412
2769,4913
38427,13468
3194,43764
3211,28480
3211,15987
3392,24664
43764,3194
3708,37173
673,33008
4152,999
4157,5933
4224,26443
4315,2244
4315,16488
4923,36542
5170,6272
5170,47935
5489,13977
5561,21704
5801,30664
5977,493
5977,24490
6054,20370
6272,5170
6272,47935
6519,22400
6624,36399
6675,32475
6831,27380
7000,17174
7000,26192
7000,13389
7212,7360
7353,19145
7360,7212
7451,25036
7549,48801
7565,34885
7861,798
7906,20430
8023,1219
8023,29785
8023,46078
8023,41222
8038,13017
8144,37412
8236,12429
8335,19711
8582,47046
8631,23186
8854,14729
8876,21690
23344,535
9039,32475
9218,42377
9295,31519
9295,14673
45264,19532
9523,45373
9629,31459
9683,43603
9731,35339
9766,17376
23513,24867
10181,27607
10393,43348
10560,15599
10601,15769
11552,46018
11572,14729
11663,17376
11897,46883
11970,33118
12026,40445
12100,34885
12399,2204
12429,8236
12987,34248
13017,8038
13057,32641
2244,4315
2244,16488
13468,38427
24104,43849
13622,44688
13641,36729
13641,19963
13729,16792
13777,38539
13861,46754
13977,5489
14518,38502
14520,34885
14628,15135
14637,1598
14663,15656
14673,9295
14728,26050
14728,27980
14728,18685
14729,8854
14729,20044
14729,39843
14729,11572
14759,29382
14948,21102
15135,14628
15632,38671
15656,14663
15769,10601
15874,21878
15913,19675
15913,37637
15987,3211
15987,28480
16046,20639
16488,2244
16488,4315
16792,13729
16941,4331
17044,44256
17174,7000
2863,32102
17376,9766
17376,11663
17549,26554
17653,22956
17739,27539
17776,43640
17776,1598
17776,42786
17776,20101
18113,22473
24867,23513
18202,16200
35523,29852
18273,19314
18375,49627
18375,42864
18375,20986
18375,19236
18375,29907
18456,31605
46774,40498
18556,16245
18685,14728
18803,32192
25036,7451
19236,18375
19314,18273
19420,42770
19515,32307
19532,45264
19675,15913
19693,32467
19711,8335
19827,575
19963,39798
19963,13641
19963,36729
20044,14729
20088,24898
20101,17776
20370,6054
20430,7906
20447,19981
20573,20013
20639,16046
20803,18990
20803,39024
20970,36729
20986,18375
21058,25876
21102,14948
21277,26022
21335,21694
21386,1315
21690,8876
21694,21335
21704,5561
21878,15874
22247,28329
22400,6519
22473,18113
22572,46093
22603,37637
22642,31475
22956,17653
23186,8631
47596,33769
23488,7015
23496,32092
23583,28087
23826,41013
23947,32857
24098,19748
24127,33032
25883,44053
25883,48218
24490,493
24490,5977
24664,3392
24898,20088
24997,40455
25265,37637
25315,38377
25424,29643
25876,21058
25977,35220
4331,16941
26022,21277
26036,41885
26050,14728
26050,27980
26165,40581
26192,7000
26268,31502
26443,4224
26554,17549
26613,30667
26662,38689
26782,32561
27380,6831
4569,32727
26415,39940
27539,17739
27607,48333
27607,10181
27801,42707
27969,40815
27980,14728
27980,26050
28087,23583
48378,44507
28151,34104
28329,22247
28480,3211
28480,15987
28546,31591
37725,49054
26685,31508
29045,17167
48983,42133
29382,14759
4913,2769
29643,25424
29759,42495
29785,1219
29785,8023
29785,46078
29907,18375
29907,42864
999,4152
30491,47812
30650,46852
30667,26613
31335,45084
31459,9629
31475,22642
31502,26268
31519,9295
31605,18456
32092,23496
32142,32983
32192,18803
32307,19515
32342,43259
32467,19693
32475,9039
32475,6675
32561,26782
32641,13057
32857,23947
32987,47050
33008,673
33032,24127
33118,36573
33118,11970
33147,47239
33769,47596
34104,28151
34133,46060
34215,45243
34248,12987
34488,37091
49159,48814
27632,1598
34885,12100
34885,7565
34885,14520
35220,25977
35339,9731
5933,4157
35736,46172
5998,39148
36399,6624
36542,4923
36573,33118
36729,13641
36729,20970
36729,19963
43891,6358
37173,3708
37412,8144
37569,44301
37637,22603
37637,15913
37637,25265
38000,38138
38060,15067
6358,43891
38377,25315
38412,2719
38502,14518
38529,517
38671,15632
38689,26662
38706,1598
39024,20803
39024,18990
39197,2120
39798,19963
39843,14729
39930,25
39979,42133
40068,1598
40445,12026
40455,24997
40498,46774
40581,26165
40654,45383
40815,27969
41013,23826
41053,44261
41885,26036
7015,23488
42133,48537
42133,39979
42133,48983
42495,29759
42707,27801
42770,19420
42864,18375
42864,29907
43214,20333
43348,10393
43621,19820
43640,17776
43849,24104
44053,48218
44053,25883
44256,17044
44261,41053
44301,37569
44489,47801
44507,48378
44578,8061
44619,45084
44688,13622
45084,31335
45084,47912
45084,44619
45243,34215
45373,9523
45383,40654
46018,11552
46060,34133
46078,1219
46078,8023
46078,29785
46078,1667
46078,41222
46078,6573
46093,22572
46172,35736
46452,20141
46529,26571
32102,2863
46686,46688
46754,13861
46852,30650
46883,11897
47046,8582
47050,32987
47214,34967
47239,33147
47801,44489
47812,30491
47886,49348
47912,45084
48144,19242
48202,798
48218,44053
48218,25883
48275,8061
48333,27607
8061,44578
8061,48275
48537,42133
29959,8159
48801,7549
48814,49159
8159,29959
49054,37725
49348,47886
49627,18375
30664,5801
26571,46529
31508,26685
31508,1419
31591,28546
32727,4569
6573,46078
32983,32142
45949,24701
20013,20573
34967,47214
13389,7000
24701,45949
15067,38060
46688,46686
37091,34488
19820,43621
15599,10560
16200,18202
16245,18556
38138,38000
38539,13777
17167,29045
39148,5998
17348,2322
42786,17776
39940,26415
29852,35523
18990,20803
18990,39024
19145,7353
19242,48144
41222,46078
41222,8023
19748,24098
19981,20447
20141,46452
20333,43214
42377,9218
43259,32342
47935,5170
47935,6272
43603,9683
493,24490
493,5977
535,23344
575,19827
781,10560
798,48202
798,8631
798,18375
798,23186
798,42786
798,7861
1202,46278
1219,8023
1219,29785
1219,46078
1251,10601
1315,21386
1419,31508
1437,11293
1598,38706
1598,17776
1598,40068
1598,14637
1598,27632
1667,46078
2120,39197
2204,12399
2322,17348
2348,38275
2719,38412
2863,32102
2954,34694
517,38529
3194,39832
3194,43764
3211,28480
3211,15987
3380,41092
3392,24664
3565,48202
43764,3194
25,39930
4043,20485
4157,5933
4224,26443
4315,2244
4315,16488
4356,46944
4712,36397
4923,36542
5083,23000
5170,6272
5170,47935
5447,19701
5489,13977
5565,49629
5977,493
5977,24490
6054,20370
6272,5170
6272,47935
6624,36399
6675,32475
6754,46852
6784,13345
6831,27380
7000,26192
7015,23488
7064,9786
7212,7360
7353,19145
7360,7212
7360,17359
7451,25036
7565,34885
7772,40517
7906,20430
8023,1219
8023,29785
8023,46078
8023,41222
8236,12429
8335,19711
8582,47046
8854,14729
8876,21690
8901,26782
9218,34071
9295,39763
9295,14673
9295,31519
9433,10891
9457,16606
9523,45373
9629,31459
9683,43603
9731,35339
9766,17376
9786,7064
23488,7015
10393,43348
10601,1251
10601,15769
10891,9433
11293,1437
11552,46018
11572,14729
11897,46883
12026,40445
12399,2204
12429,8236
12987,34248
13096,43225
13345,6784
2244,4315
2244,16488
13468,38427
24104,43849
13641,36729
13641,19963
2285,26812
13729,16792
13777,38539
13861,46754
13977,5489
14340,20970
14518,38502
14520,34885
14610,42501
14637,1598
14663,15656
14673,9295
14728,18685
14729,8854
14729,20044
14729,39843
14729,11572
14759,29382
14948,21102
15601,22277
15632,38671
15656,14663
15769,34608
15769,31078
15769,10601
15874,21878
15913,19675
15913,25265
15913,37637
15987,3211
15987,28480
16046,20639
16262,47279
16606,9457
16606,37244
16792,13729
17044,44256
17348,2322
17376,9766
17477,30629
17549,26554
17653,22956
17739,27539
17776,43640
17776,1598
17776,20101
17776,42786
18113,22473
35523,29852
18375,49627
18375,42864
18375,20986
18375,27751
18375,798
18375,8631
18375,23186
18375,42786
18375,29907
18456,31605
18632,19285
18685,14728
18803,32192
18990,20803
18990,39024
25036,7451
19242,48144
19285,18632
19339,23407
19420,42770
19675,15913
19963,39798
19963,13641
19963,36729
20044,14729
20088,24898
20101,17776
673,33008
20370,6054
20430,7906
20447,19981
20485,4043
20573,20013
20639,16046
20803,18990
20803,39024
1012,32637
20986,18375
21047,21058
21058,21047
21058,25876
21102,14948
21335,21694
21386,1315
21674,31508
21690,8876
21694,21335
3616,27694
21878,15874
22277,15601
22334,25265
22400,48378
22442,46852
22473,18113
22572,46093
22603,37637
22642,31475
22956,17653
23000,5083
23161,29052
23186,8631
23186,798
23186,18375
23186,42786
23407,19339
47596,33769
23471,23518
23496,32092
23518,23471
23826,41013
24098,19748
25883,44053
25883,48218
24490,493
24490,5977
24664,3392
24884,31616
24997,40455
25014,25402
25065,37569
25265,15913
25265,22334
25265,37637
25315,38377
25402,25014
25424,29643
25737,27863
26036,41885
26192,7000
26268,31502
876,35440
26443,4224
26554,17549
26613,30667
26662,38689
26782,32561
26782,8901
26812,2285
26837,41982
27380,6831
4569,32727
27539,17739
27632,1598
27694,3616
27801,42707
27829,48140
27863,25737
27969,40815
28151,34104
28480,3211
28480,15987
28546,31591
29052,23161
48983,42133
29382,14759
29643,25424
29682,42786
29785,1219
29785,8023
29785,46078
29907,18375
29907,42864
30045,36863
30491,47812
30629,17477
30650,46852
30667,26613
48814,49159
31078,15769
31335,45084
31459,9629
31475,22642
31502,26268
31519,9295
31591,28546
31605,18456
31616,24884
32092,23496
32142,32983
32192,18803
32342,43259
32475,6675
32561,26782
32641,13057
32688,48742
32740,39171
32857,23947
32937,12977
32987,47050
33008,673
33118,36573
33147,47239
33769,47596
34071,9218
34104,28151
34133,46060
34215,45243
34248,12987
34488,37091
34608,15769
34667,36023
34694,2954
34885,7565
34885,14520
35339,9731
35440,876
5933,4157
35899,36573
5998,39148
36023,34667
36397,4712
36399,6624
36542,4923
36573,33118
36573,35899
36729,13641
36729,43152
36729,20970
36729,19963
36863,30045
43891,6358
37244,16606
37569,25065
37569,44301
37637,22603
37637,15913
37637,25265
38060,15067
38275,2348
38377,25315
38412,2719
38427,13468
38502,14518
38539,13777
38671,15632
38689,26662
38706,1598
39024,20803
39024,18990
39148,5998
39171,32740
39197,2120
39503,40313
39763,9295
39798,19963
39832,3194
39930,25
39979,42133
40068,1598
40313,39503
40445,12026
40455,24997
40498,46774
40517,7772
40517,49576
40609,49371
40654,45383
40815,27969
41013,23826
41092,3380
41885,26036
41982,26837
42441,46854
42501,14610
42770,19420
42786,798
42786,8631
42786,18375
42786,23186
42786,29682
42786,17776
42864,18375
42864,29907
43152,36729
43348,10393
43621,19820
43640,17776
43849,24104
44053,48218
44053,25883
44256,17044
44301,37569
44507,48378
44578,8061
44619,45084
45084,31335
45084,47912
45084,44619
45243,34215
45373,9523
45383,40654
23344,535
46018,11552
46060,34133
46078,1219
46078,8023
46078,29785
46078,1667
46078,41222
46078,6573
46093,22572
46278,1202
46452,20141
32102,2863
46754,13861
46852,30650
46852,22442
46852,6754
46883,11897
46944,4356
27751,18375
47046,8582
47050,32987
7861,798
47239,33147
47279,16262
47812,30491
47886,49348
47912,45084
47935,5170
47935,6272
48140,27829
48144,19242
48202,798
48202,3565
48218,44053
48218,25883
48275,8061
8061,44578
8061,48275
48378,22400
48378,44507
29959,8159
48742,32688
8159,29959
49054,37725
49159,48814
49348,47886
49371,40609
49576,40517
49627,18375
49629,5565
23947,32857
31508,21674
31508,1419
15067,38060
6358,43891
10560,781
32637,1012
32727,4569
6573,46078
32983,32142
19701,5447
19827,575
20013,20573
12977,32937
13057,32641
37725,49054
37091,34488
24898,20088
19820,43621
38000,38138
46774,40498
46854,42441
16200,18202
38138,38000
16488,2244
16488,4315
38529,517
16941,4331
17359,7360
39843,14729
18202,16200
29852,35523
19145,7353
41222,46078
41222,8023
19711,8335
43225,13096
19748,24098
19981,20447
20141,46452
42133,39979
42133,48983
25876,21058
42707,27801
20970,14340
20970,36729
4331,16941
8631,23186
8631,798
8631,18375
8631,42786
43259,32342
43603,9683
